Timestamp,Communities you identify with,How often do you use OpenRefine,For how long have you been using OpenRefine,How would you rate your skills using OpenRefine,High-level tasks you do with OpenRefine,Which version of OpenRefine do you run?,Do you use plugin or extension?,"Which features available in an extension or plugin, do you want to see by default in OpenRefine?",Do you use a reconciliation service?,Which features make you choose Refine as opposed to another tools? ,What tool would you have used instead,How do you describe Refine to someone else?,"Fill in the blank: ""It would be awesome if OpenRefine ...""",Anything else to add?
2/3/2020 11:55:19,Librarian,A few times a month,More than 2 years,3,"Data transformation (one format to another), Normalizing data (e.g., fixing spelling mistakes)",I don't know,I don't use plugin or extension,,,Intuitive -- does simple transformations and gives me clear code to follow,Excel,A way to quickly clean up messy data without accidentally changing your original file,Had new tutorials (I'm still using the Google Refine ones) ; had a little more hand holding for intro regex,I use this program in a course on research data management. My students come from a variety of disciplines and universally enjoy it. 
2/3/2020 11:56:10,Researcher,Once or twice a week,More than 2 years,3,"Data transformation (one format to another), Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Taxonomy/Metadata, Preparing a dataset before visualization in an other application (R, D3, Tableau, Fusion Table ...)",OpenRefine 3.2,I don't use plugin or extension,,,"Convenient UI, relatively beginner-friendly","Have also used Python for data cleaning, but it's much harder, and I always use OpenRefine first to understand what's there (and what code I need to write)",Your knife for chopping up data-fruit into a form that your tool can ingest.,was less clunky with implementing regex,"I love OpenRefine and have taught it in classes/workshops. Making it easier to increase the memory allocation would be nice, along with maybe some tips for working with large data sets (hundreds of MB CSV files). "
2/3/2020 11:57:31,Librarian,Less than once a month,More than 2 years,2,"Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....)",OpenRefine 3.2,I don't use plugin or extension,easier way to change date formats,,,,,,
2/3/2020 12:28:31,Librarian,A few times a month,More than 2 years,4,"Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Taxonomy/Metadata, Preparing a dataset before visualization in an other application (R, D3, Tableau, Fusion Table ...)",OpenRefine 3.2,,,,,,,,
2/3/2020 12:34:28,Cultural Heritage Data enthusiast,A few times a month,More than 2 years,2,"Data transformation (one format to another), Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Reconciliation against other data set",OpenRefine 3.2,I don't use plugin or extension,,Getty,,,,,
2/3/2020 14:48:29,Librarian,Once or twice a week,1 to 2 years,3,"Data transformation (one format to another), Understanding data you don't own, Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Reconciliation against other data set, Taxonomy/Metadata",OpenRefine 3.2,I don't use plugin or extension,,"reconcile csv, VIAF",Unique data exploration and cleanup features.,"Excel, scripting","Tool for exploring, understanding, analyzing, and cleaning up data",,
2/3/2020 17:23:25,Archivist,Less than once a month,More than 2 years,3,"Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Taxonomy/Metadata",OpenRefine 3.2,I don't use plugin or extension,,"Wikidata, VIAF",Facets and reconciliation,,Super duper data cleanup tool that's better than Excel,,
2/4/2020 10:24:58,Wikidata contributor,Once or twice a week,6 to 12 months,3,"Data transformation (one format to another), Understanding data you don't own, Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Reconciliation against other data set",I build against the development version,,,"Wikidata, Wikidata in French",Wikidata integration,,,Had a login module so we could create (private) online instances,
2/4/2020 13:32:24,Librarian,A few times a month,1 to 2 years,2,"Data transformation (one format to another), Normalizing data (e.g., fixing spelling mistakes), Reconciliation against other data set, Preparing a dataset before visualization in an other application (R, D3, Tableau, Fusion Table ...)",OpenRefine 3.1,"Named-Entity Recognition - by Ruben Verborgh (Free Your Metadata), RDF extension - by DERI, GeoRefine by Ryan Baumann, Client Libraries in (python, ruby, javascript, r or php)",,"Wikidata, VIAF, Library of Congress Subject Headings",,,valueable programme,,
2/4/2020 13:37:37,Librarian,A few times a month,More than 2 years,3,"Data transformation (one format to another), Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Reconciliation against other data set, Taxonomy/Metadata",OpenRefine 3.2,"RDF extension - by DERI, wikidata",,"local SPARQL endpoint with the RDF extension, Wikidata, Library of Congress Subject Headings, Getty Vocabularies, especially AAT","clustering, reconciliation services, conversion from a variety of formats",Google Sheets or Excel,an extremely important tool to have in your metadata toolkit,,
2/4/2020 14:38:54,Librarian,Everyday,6 to 12 months,4,"Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Taxonomy/Metadata",OpenRefine 3.1,,,,ease of use and access,,Excel on steroids,,
2/4/2020 15:54:22,multiple: for-profit product manager in data-focused biz; hobbyist data analyst; non-profit org member with GIS focus,A few times a month,More than 2 years,4,"Understanding data you don't own, Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Reconciliation against other data set, Taxonomy/Metadata, Preparing a dataset before visualization in an other application (R, D3, Tableau, Fusion Table ...), quick viz & analysis of too-big-for-excel data sets",OpenRefine 2.7,,,,"understandable transforms, string comparison, string manipulation","load data in pgsql, or read directly from file w python libraries",a GUI based tool for large-dataset visualization and manipulation that runs in your browser,compared and transformed strings with more complex and configurable methods.,Y'all are great. Thank you for you work. This has been a fantastic tool for years.
2/5/2020 4:48:44,Data Scientist,A few times a month,More than 2 years,5,"Data transformation (one format to another), Understanding data you don't own, Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Reconciliation against other data set, Preparing a dataset before visualization in an other application (R, D3, Tableau, Fusion Table ...)",OpenRefine 3.2,"DBpedia extension - by Zemanta, Named-Entity Recognition - by Ruben Verborgh (Free Your Metadata), RDF extension - by DERI",NER,"local SPARQL endpoint with the RDF extension, Wikidata, VIAF, Library of Congress Subject Headings, DBpedia",open source,Python with Pandas etc,Power tool to handle messy data ;),Could be used from the command line!,Keep up the great work!
2/5/2020 8:09:44,Librarian,Everyday,6 to 12 months,3,"Data transformation (one format to another), Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Reconciliation against other data set, Taxonomy/Metadata",OpenRefine 3.3RC1,,n/a,"reconcile csv, VIAF, Library of Congress Subject Headings","OpenRefine allows for mass data manipulation and transformation more effectively and reliably than other tools. I often work with fairly large data sets, so to have a software I can rely on to handle such data is extremely important. ",Excel or Google sheets,"A data manipulation software for macro-level data sets with a fully fledged toolkit for data normalization, transformation, and reconciliation, among other things.","It would be awesome if OpenRefine had an easier way to go through pages of data, or the ability to bookmark your place between rows of data (different from flagging and stars) that would bring you to the exact row numbers you were last on. Additonally, having a third flagging option (along with stars and flags) would be great for data sets that may require additional marking.",
2/5/2020 10:30:04,Data Scientist,Less than once a month,6 to 12 months,3,"Data transformation (one format to another), Normalizing data (e.g., fixing spelling mistakes)",OpenRefine 3.2,I don't use plugin or extension,,,,,,,
2/5/2020 14:39:46,Non-Profit Organization member or volunteer,Less than once a month,1 to 2 years,4,"Data transformation (one format to another), Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....)",OpenRefine 3.3RC1,I don't use plugin or extension,,,,,,,
2/5/2020 15:35:45,For Profit/Business/Consulting,Less than once a month,More than 2 years,4,"Data transformation (one format to another), Understanding data you don't own, Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....)",OpenRefine 3.1,I don't use plugin or extension,Python ecosystem,,"Easy, efficient, and reliable",None,Very good tool to reformat data or format unformatted data.,would integrate a Python instead of Jython,
2/6/2020 9:08:29,Researcher,Everyday,1 to 2 years,4,"Data transformation (one format to another), Understanding data you don't own, Normalizing data (e.g., fixing spelling mistakes), Reconciliation against other data set",OpenRefine 3.2,"History tools, cross cell tools, pivot tool and scatterplot tool using D3 - by VIB-BITS, Diff plugin- by VIB-BITS",reconcile. history tools. scatterplot. stats extension,"reconcile csv, Wikidata",Data clustering,Excel & R,,"could make reconciliation with desktop CSVs easier. And, allow for appending of different openrefine projects (with same columns).","Not that anyone is getting paid to work on openrefine. And, the work so far is highly appreciated. But an layperson friendly openrefine wiki/guide would be immensely helpful."
2/6/2020 16:35:08,Librarian,A few times a month,More than 2 years,3,"Data transformation (one format to another), Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Preparing a dataset before visualization in an other application (R, D3, Tableau, Fusion Table ...)",OpenRefine 3.1,"History tools, cross cell tools, pivot tool and scatterplot tool using D3 - by VIB-BITS","I like the ""add columns from other projects"" feature in the VIB BITS extension - much easier than using the CrossRef GREL command",Wikidata,"ease and speed of faceting, filtering, re-ordering columns, exporting with flexibility, built in transformations, flexibility and ease of using GREL transformations",Excel,free easy to use tool for viewing and manipulating data,worked with keyboard shortcuts,
2/6/2020 17:00:37,Researcher,Less than once a month,Less than 6 months,3,"Data transformation (one format to another), Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Preparing a dataset before visualization in an other application (R, D3, Tableau, Fusion Table ...)",OpenRefine 3.3RC1,,Stats,,"Quick Cleanup, Free, History of operations available.",Tableau Prep,A data cleaning tool. or an analysis pre-processor.,Allowed editing at a point in the history/undo queue to update all subsequent operations,
2/7/2020 14:36:56,Librarian,A few times a month,6 to 12 months,2,"Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Taxonomy/Metadata",OpenRefine 3.1,,,,,,An easy way to standardize and manipulate large amounts of messy data,,
2/8/2020 0:45:39,Researcher,Less than once a month,More than 2 years,3,"Understanding data you don't own, Normalizing data (e.g., fixing spelling mistakes), Preparing a dataset before visualization in an other application (R, D3, Tableau, Fusion Table ...)",OpenRefine 3.1,,,reconcile csv,,,Magic,,
2/8/2020 3:13:56,Semantic Web practitioner,Once or twice a week,More than 2 years,3,"Data transformation (one format to another), Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Reconciliation against other data set, Taxonomy/Metadata",OpenRefine 3.2,"Named-Entity Recognition - by Ruben Verborgh (Free Your Metadata), RDF extension - by DERI",RDF,"local SPARQL endpoint with the RDF extension, Wikidata, VIAF, DBpedia",Ease of use,Excel,"A easy tool to cleansing, modelling, transforming and linking data.",,
2/8/2020 8:37:28,Data Scientist,Less than once a month,More than 2 years,2,"Data transformation (one format to another), Understanding data you don't own, Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Reconciliation against other data set, Preparing a dataset before visualization in an other application (R, D3, Tableau, Fusion Table ...)",I don't know,,,,,,,,
2/9/2020 9:51:58,Data Scientist,Once or twice a week,More than 2 years,2,Data transformation (one format to another),OpenRefine 2.9,,,,,,,,
2/9/2020 11:08:35,Wikidata contributor,Once or twice a week,Less than 6 months,2,"Data transformation (one format to another), Understanding data you don't own, Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Reconciliation against other data set",OpenRefine 3.2,,,Wikidata,Quick and powerful for handling large data,MS Excel or Google Spreadsheets with Wikidata tools enabled,Best way to handle datasets for subsequent import into Wikidata,could reconcile against identifier values present in Wikidata in a very primitive yet quick yes/no fashion. ,"Also it would be cool if OR could be set to never match more than one line to one Wikidata item (unique identifiers) and thus search for ""best match"" only"
2/9/2020 15:30:36,Student,Everyday,Less than a month,3,"Data transformation (one format to another), Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Preparing a dataset before visualization in an other application (R, D3, Tableau, Fusion Table ...), University Projects",OpenRefine 3.3RC1,I don't use plugin or extension,,,"Free, OpenSource, video tutorials available",DataLadder,,Implemented record linkage and deduplication methods,
2/10/2020 7:28:56,Data Scientist,A few times a month,1 to 2 years,4,"Understanding data you don't own, Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Preparing a dataset before visualization in an other application (R, D3, Tableau, Fusion Table ...)",I don't know,,,reconcile csv,,,,,
2/10/2020 12:44:32,Librarian,Once or twice a week,More than 2 years,3,"Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Reconciliation against other data set, Taxonomy/Metadata, Understanding data I do own/is owned by my organization",OpenRefine 3.2,"Named-Entity Recognition - by Ruben Verborgh (Free Your Metadata), RDF extension - by DERI",,"Wikidata, fundref, VIAF, FAST (Faceted Application of Subject Terminology), Library of Congress Subject Headings",Cluster and edit function and reconciliation,Google Sheets,Glorified spreadsheet software that's not quite a database,Let you do more spreadsheet-like tasks,
2/10/2020 14:28:26,Librarian,A few times a month,1 to 2 years,3,"Data transformation (one format to another), Normalizing data (e.g., fixing spelling mistakes), Reconciliation against other data set",OpenRefine 3.2,,,"Wikidata, VIAF",reconciliation,none,"excel on steroids, tailored for data",,"maybe it does exist already, but it could be nice to edit existing wikidata statement (like precise a reference or change the property without touching the rest of the claim)."
2/10/2020 14:36:41,Wikidata contributor,Once or twice a week,More than 2 years,4,"Data transformation (one format to another), Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Reconciliation against other data set",OpenRefine 3.2,I don't use plugin or extension,,Wikidata,Excellent way if creating quickstatements and batch upload,Python ,-,,"I am right now adding data about the Corona virus and WD start use a pattern were the latest current value has higher rank which I feel is not optimal and not supported by Quickstatement.... so the question is should we not use this way of storing ""live"" data or do we need better support from quickstatement "
2/11/2020 0:34:18,Librarian,Once or twice a week,1 to 2 years,3,"Understanding data you don't own, Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Reconciliation against other data set",OpenRefine 3.1,I don't use plugin or extension,,"Wikidata, VIAF, GND (lobid)","reconciliation (data enrichment), data preparation, more stable compared to Excel, GREL/RegEx","Excel, Notepad/Editpad","helpful/useful tool for reconciliation /data enrichment, easy to filter and ""mass corrections""",offers an easier way to add/delete a row,it would be great if there was a way to share a project (with a project team)
2/11/2020 3:09:12,Researcher,A few times a month,More than 2 years,3,"Data transformation (one format to another), Understanding data you don't own, Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Reconciliation against other data set, Preparing a dataset before visualization in an other application (R, D3, Tableau, Fusion Table ...)",OpenRefine 3.2,,"diff plugin, georefine plugin",Wikidata,"Wikidata reconciliation, transformation of column",Custom script in Python,Incredible tool for data cleaning and linking to the Wikidata semantic graph,Could present openstreetmap tiles for reconciliation to openstreetmap shape files. Specifically I'm looking for a preview to allow a visual confirmation check that the correct object type and shape is resolved from the coordinates.,
2/11/2020 3:22:34,Researcher,Less than once a month,1 to 2 years,2,"Data transformation (one format to another), Preparing data to load into other system (database, cloud application, CRM, wikidata ....)",OpenRefine 3.2,"I don't use plugin or extension, I did not know that there are plugins!",,Wikidata,In contrast to dplyr or other python/R tools it is visual and gives quick feedback,R/dplyr,It is like excel for data transformation,Keeps to have a great usability!,"I did not know that it has plugins! Is there an ""app-store"" or the like for them? Do you want people to create them or does it make further development hard (since they could break)?"
2/11/2020 3:58:23,Non-Profit Organization member or volunteer,Everyday,1 to 2 years,4,"Data transformation (one format to another), Understanding data you don't own, Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Reconciliation against other data set, Taxonomy/Metadata, Preparing a dataset before visualization in an other application (R, D3, Tableau, Fusion Table ...)",OpenRefine 3.3RC1,Stats extension updated by sparkica for Refine 2.5 +,"statistics, counting in columns","Wikidata, VIAF, OpenCorporates, DBpedia","managing large datasets via GUI, combine datasets, combine facets and code, using developer tools without beeing a developer, import and export with clear dataformats and utf8",Microsoft Excel and python scripts,it bridges the gap between knowledge of computer experts and knowledge of domäne experts,could be count and enrich data rows,Thank you for all the fish!!! 
2/11/2020 5:15:10,Semantic Web practitioner,Less than once a month,1 to 2 years,2,"Data transformation (one format to another), Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Reconciliation against other data set",OpenRefine 3.2,,RDF extension to produce directly RDF data from tabular data,Wikidata,"OpenSource, good support, reconciliation",Excel,Super-Excel,Could seamlessly transform tabular data into RDF,
2/11/2020 7:13:51,Cultural Heritage Data enthusiast,Less than once a month,1 to 2 years,2,"Data transformation (one format to another), Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....)",I don't know,I don't use plugin or extension,,reconcile csv,,,,had a interface for importing data sets into a wikibase (analogous to the wikidata import function),
2/11/2020 8:19:03,Librarian,Once or twice a week,More than 2 years,4,"Data transformation (one format to another), Understanding data you don't own, Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Reconciliation against other data set",OpenRefine 3.3RC1,"Named-Entity Recognition - by Ruben Verborgh (Free Your Metadata), RDF extension - by DERI",,"reconcile csv, local SPARQL endpoint with the RDF extension, Wikidata, VIAF, DBpedia",Facilidad de uso,No he probado otras,Una herramienta de depuración y enriquecimiento de datos,Permitiera algunas acciones muy fáciles como ir a una determinada celda,Es necesario que mejoren las búsquedas en los servicios de reconciliación
2/11/2020 9:47:30,Researcher,Once or twice a week,1 to 2 years,4,"Data transformation (one format to another), Understanding data you don't own, Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....)",OpenRefine 3.3RC1,"RDF extension - by DERI, LOD Refine",RDF,,The grafical interface and the facility of doing the tasks,"Cow, RdfLib, Sparqlify",It´s an excellent tool to deal with many tasks in LOD.,deal with metadada about dataset ,
2/11/2020 13:25:09,Wikidata contributor,Less than once a month,More than 2 years,3,"Data transformation (one format to another), Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Reconciliation against other data set",OpenRefine 3.3RC1,,"At the moment, I have no preference",Wikidata,"I've been using it since years, and I feel comfortable using it",Probably something in the line of Excel/Calc/GoogleSheets,"A perfect way to do reconciliation against Wikidata, starting from your own dataset",...would allow me to work on the same dataset with other people *at the same time*,
2/11/2020 16:26:21,Cultural Heritage Data enthusiast,A few times a month,More than 2 years,3,"Data transformation (one format to another), Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....)",OpenRefine 3.1,"I try, but there is always a problem! Or I don't really understand how to use it.",,"VIAF, Open LIbrary","Simple and visual; do/undo (very, very usefull), cluster",Trifacta (more complicated...),Toll to understand that text are structured data.,"List of standard GREL expressions, more help to write one and help on regex",
2/11/2020 18:48:20,Librarian,Once or twice a week,More than 2 years,3,"Data transformation (one format to another), Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Reconciliation against other data set, Taxonomy/Metadata",OpenRefine 3.1,"DBpedia extension - by Zemanta, Named-Entity Recognition - by Ruben Verborgh (Free Your Metadata), RDF extension - by DERI",,"codeforkjeff conciliator, Wikidata, VIAF, FAST (Faceted Application of Subject Terminology), Library of Congress Subject Headings","Easy-to-learn GUI, transformation options with GREL and Jython",Excel and custom Python,A tool for cleaning data almost as powerful as a custom script and almost as easy to use as Excel.,Did a better job of reading XML with complex records. Right now I'm having to use other tools to transform XML into spreadsheets and then importing those into OpenRefine (and none of those tools are great either).,I desperately need a way to reconcile against all id.loc.gov vocabularies that doesn't require any coding so that I can set people with minimal computer skills to reconciling metadata.
2/12/2020 9:11:36,Librarian,Less than once a month,Less than 6 months,3,"Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Reconciliation against other data set",OpenRefine 3.2,,,"Wikidata, GND",,none,tricky,predictable,
2/12/2020 12:24:47,Librarian,Less than once a month,Less than 6 months,2,"Normalizing data (e.g., fixing spelling mistakes), Reconciliation against other data set, Preparing a dataset before visualization in an other application (R, D3, Tableau, Fusion Table ...)",I don't know,I don't use plugin or extension,,,"More functionality, open source",Excel,Data clean-up tool,is working on android tablets,
2/12/2020 21:03:12,Data skills trainer,A few times a month,More than 2 years,3,"Understanding data you don't own, Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Preparing a dataset before visualization in an other application (R, D3, Tableau, Fusion Table ...)",OpenRefine 3.2,I don't use plugin or extension,,,"it's open source, straightforward, and i was introduced to it through a library carpentry workshop.",excel. slowly and painfully.,A nice way to have a quick look at a dataset and give it a bath and scrub up if it's dirty.,secures funding for the next 10 years! ,"I've known about it for a good while, but I'm only just now starting to bring it out of it's box, and leave it out on the bench for easy reach. "
2/13/2020 17:15:50,Librarian,Less than once a month,1 to 2 years,3,"Data transformation (one format to another), Understanding data you don't own, Normalizing data (e.g., fixing spelling mistakes), Preparing a dataset before visualization in an other application (R, D3, Tableau, Fusion Table ...)",I don't know,"History tools, cross cell tools, pivot tool and scatterplot tool using D3 - by VIB-BITS",,,"It wasn't a feature per se. I chose Refine because it is easy to use even for someone who, like me, struggles with programming","Probably Python, but it was taking me too long to learn how to do the relatively simple tasks I need to clean up data","It's an excellent tool for anyone who needs to deal with an amount of data that's too much for excel to handle, but still not enough to make the effort to learn programming worthwhile",,
2/14/2020 9:23:01,Librarian,A few times a month,More than 2 years,2,"Data transformation (one format to another), Preparing data to load into other system (database, cloud application, CRM, wikidata ....)",OpenRefine 2.7,I don't use plugin or extension,,,I love the export functions. I regularly use the export template to transform spreadsheets into XML.,OpenRefine works so well I haven't considered any other tools for the work I do with it.,A very useful tool for editing and transforming spreadsheet data.,,
2/14/2020 9:48:20,,A few times a month,More than 2 years,4,Understanding data you don't own,OpenRefine 2.9,"RDF extension - by DERI, stats one.. forgot exact name",,,"transformation, facets, GREL",,,allow me to run SQL against my data in OpenRefine,
2/15/2020 13:51:51,Data Scientist,A few times a month,,3,"Data transformation (one format to another), Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Reconciliation against other data set, Preparing a dataset before visualization in an other application (R, D3, Tableau, Fusion Table ...)",OpenRefine 3.2,I don't use plugin or extension,,reconcile csv,cleaning up files is so much cooler with Refine !,"Excel but it won't work with big files, or database",a tool to work and clean data ,was an option between BigQuery and DataStudio to display nice data in dashboards :),Keep up the good work !
2/15/2020 17:11:10,Researcher,Everyday,1 to 2 years,4,"Data transformation (one format to another), Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Taxonomy/Metadata",OpenRefine 2.9,,,,Filtering and cleaning is better than Excel,Excel,Exceptional data cleaning and prep,was faster,
2/16/2020 4:34:31,For Profit/Business/Consulting,Less than once a month,Less than a month,3,"Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....)",OpenRefine 3.2,,SQL SERVER CONNECTOR,,Use of use and Opensourse,,,,
2/16/2020 19:18:40,Data Scientist,Less than once a month,Less than a month,2,"Understanding data you don't own, Normalizing data (e.g., fixing spelling mistakes)",OpenRefine 3.3RC1,,,,,,,,
2/17/2020 4:22:05,Librarian,Everyday,More than 2 years,5,"Data transformation (one format to another), Understanding data you don't own, Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Reconciliation against other data set, Taxonomy/Metadata",I build against the development version,RDF extension - by DERI,,"codeforkjeff conciliator, Wikidata","Real time data interaction, easy to get running, very flexible, my experience with OR means it's easier for me to solve problems in OR than learn another tool",,A tool that helps you understand and fix data,Had a more modern UI without losing any of its existing flexibility,
2/17/2020 20:03:56,Data Scientist,Once or twice a week,More than 2 years,4,"Data transformation (one format to another), Understanding data you don't own, Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....)",OpenRefine 3.3RC1,,,,It's free and it works quickly. I like Clustering; I have tried a couple other tools and their clustering is expensive ($) or unavailable.,I don't even remember the name of the other tool I used,Something like Excel for cleaning data ,"Had a basic statistics function for columns with numeric data. There used to be one, but it broke when I installed v3.3",
2/18/2020 4:19:58,Librarian,Less than once a month,Less than 6 months,1,"Normalizing data (e.g., fixing spelling mistakes), Reconciliation against other data set",I don't know,,,"Wikidata, GND (Gemeinsame Normdatei)",,,,,
2/18/2020 8:51:46,Librarian,Once or twice a week,1 to 2 years,2,"Data transformation (one format to another), Understanding data you don't own, Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Reconciliation against other data set, Taxonomy/Metadata",OpenRefine 3.2,"DBpedia extension - by Zemanta, History tools, cross cell tools, pivot tool and scatterplot tool using D3 - by VIB-BITS",,"Wikidata, VIAF, FAST (Faceted Application of Subject Terminology), Library of Congress Subject Headings, DBpedia",,,,,
2/19/2020 6:07:58,Museum collection manager,Everyday,More than 2 years,3,"Normalizing data (e.g., fixing spelling mistakes), Preparing data to load into other system (database, cloud application, CRM, wikidata ....), Taxonomy/Metadata",OpenRefine 3.2,I don't use plugin or extension,reconciliation against txt-file,reconcile csv,Clustering,none,A great tool to clean up data,,
